year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,popularity,speechiness,tempo,valence
1948,0.9342651498929335,0.4399153640256959,207500.8137044968,0.24754234207708778,0.3920723084261242,0.221531852248394,-15.512073875802997,1.582441113490364,0.08662526766595291,107.37521680942184,0.443624625267666
1949,0.907894695,0.44162304999999996,225385.41,0.24462716499999998,0.29347896172500004,0.210266,-15.6105295,3.307,0.10330840000000001,108.87660149999999,0.42859375
1950,0.8809522392819431,0.4803282998944034,228582.46620908132,0.3244624023231257,0.2748414096198522,0.21317798310454064,-13.370074973600843,2.795142555438226,0.08345015839493136,111.8862090813094,0.5546719640971489
1951,0.9068865871177946,0.45917002506265664,214736.77994987468,0.24980126315789475,0.3071890553182957,0.21607659147869676,-15.957125313283209,2.7754385964912283,0.10746967418546366,109.09818746867168,0.4322847117794486
1952,0.8790276649537514,0.4562117677286742,227004.63155190134,0.24918541623843782,0.28524450836074,0.221644295991778,-16.051744090441932,3.0693730729701953,0.1438098663926002,107.41073997944501,0.43736625082219943
1953,0.8933332016460905,0.43525308641975313,218127.3014403292,0.2643494032921811,0.2908202639866255,0.22599254115226336,-15.57474794238683,3.14917695473251,0.09589444444444445,108.97779783950617,0.4235374485596708
1954,0.8679190722999999,0.46662995,222630.231,0.25936111,0.27837224423499995,0.21994594999999997,-15.59447,7.0835,0.11599509999999999,108.532237,0.4464522
1955,0.8451161531081081,0.4900879379379379,220386.8123123123,0.2869813763763764,0.2260174667867868,0.22571656656656655,-14.389608108108106,8.882382382382382,0.10617832832832834,110.38239439439438,0.4718083583583583
1956,0.8202069434717358,0.4849039019509755,215496.1675837919,0.30633734367183596,0.23490854204602302,0.1860512256128064,-14.129802901450727,15.103051525762881,0.06404202101050525,111.78740820410205,0.5061095547773886
1957,0.79008145,0.50743335,241185.707,0.29674755,0.192335309905,0.18274105000000002,-14.163186999999999,18.6135,0.06572104999999999,112.308124,0.51425785
1958,0.7778312150000001,0.4815848999999999,212955.166,0.311422635,0.18628444677,0.2038149,-14.278112499999999,18.1555,0.057850200000000004,112.86902400000001,0.4953149
1959,0.7770880199999999,0.48886505,216623.042,0.31679768999999997,0.178835127005,0.1963936,-14.324556000000001,19.805,0.07184789999999999,112.50610499999999,0.487513
1960,0.757021483741871,0.4872909454727363,211615.87393696848,0.3472352876438219,0.17850051091545774,0.20413801900950476,-13.77619459729865,18.48424212106053,0.06678834417208605,112.96495797898949,0.5278624812406203
1961,0.751735725,0.48920410000000003,230635.9715,0.34330577400000006,0.260177455715,0.21087845,-14.158903,18.2335,0.0622034,112.3063895,0.51821205
1962,0.7130967665000001,0.49920309999999996,210347.9275,0.379657,0.173527923265,0.2068896,-13.0558565,20.336,0.05817435000000001,114.924049,0.5602968500000001
1963,0.712598155,0.4863314,200297.1395,0.373388235,0.19061366705,0.20351605,-13.602047999999998,24.365,0.0546331,114.546598,0.54989925
1964,0.6860661612418628,0.5064409113670506,197700.11216825238,0.3974306109163746,0.15595468148723082,0.21969364046069104,-13.019063094641963,25.171757636454682,0.06387025538307461,115.06669504256385,0.5676049073610416
1965,0.6076455787893947,0.5049725862931466,192570.15657828914,0.4460250655327664,0.1096939836218109,0.2134334167083542,-12.09644572286143,26.67233616808404,0.058239869934967485,117.6011335667834,0.5794015507753877
1966,0.533431588058058,0.5037508508508508,195698.53453453453,0.47307738238238234,0.1077293807957958,0.21623483483483483,-11.738606606606606,28.063063063063062,0.05566141141141141,116.32888438438438,0.5853361861861861
1967,0.51656456769,0.49844525,201815.848,0.45221234499999996,0.103044281815,0.19169365000000002,-11.641657499999999,31.207,0.05105005,117.582517,0.55796715
1968,0.48882821335,0.50047985,217330.8715,0.456669245,0.11179651177,0.2179106,-12.178925999999999,30.9155,0.06009779999999999,116.488288,0.5667658
1969,0.4442271518537074,0.4897748997995992,243530.51402805612,0.48915764529058114,0.1558281503507014,0.2087068637274549,-12.095703406813627,32.890280561122246,0.056060821643286574,116.96717885771542,0.5565721292585171
1970,0.45299484395,0.5093390000000001,242455.391,0.49700465,0.1252118516,0.2163628,-11.8689105,34.439,0.053003,117.228647,0.5748512499999999
1971,0.45290769965000005,0.50451935,261744.5995,0.500450855,0.124619310065,0.21742735000000002,-12.0631855,34.664,0.06172,118.2344645,0.5744036499999999
1972,0.45733281820000005,0.5208465,248024.293,0.5069524,0.11292181057499999,0.20931380000000002,-11.7722985,34.7465,0.054873899999999996,119.2493455,0.597264
1973,0.4123712106053027,0.5135211605802902,256560.8084042021,0.535047763881941,0.10455830274137068,0.20655062531265636,-11.315730865432716,36.68534267133567,0.057594797398699354,120.43755627813907,0.5875220610305153
1974,0.4377837534,0.52052895,255832.2625,0.5219019149999999,0.11100829628000002,0.22111404999999998,-11.746780999999999,32.1815,0.05933695,119.827762,0.5879766
1975,0.41335647732026143,0.5239467068878834,255954.3826043238,0.5336027601809954,0.10655226296128707,0.21700467571644041,-11.396162895927603,34.709904474610354,0.05684504776269482,119.26458320764203,0.5800560080442434
1976,0.36225284876,0.5328035500000001,266387.733,0.555976895,0.11946055613500002,0.2525387,-11.066453,35.874,0.06503819999999999,121.1474615,0.5845938500000001
1977,0.33209420715,0.5372937,258175.421,0.564516209,0.12585467653000001,0.22402260000000002,-11.034756,35.743,0.06062370000000001,122.02712050000001,0.5880586499999999
1978,0.3161928239339339,0.5448295795795796,252200.55755755756,0.5699964614614614,0.0986062387937938,0.22392722722722724,-10.768878378378378,35.7037037037037,0.06396641641641641,121.12785935935935,0.5947615115115116
1979,0.28023733600100353,0.5618522829904666,251598.62619167086,0.5992417109884595,0.10902404833416961,0.21587506271951834,-10.804648770697442,35.842448569994986,0.06607345709984946,123.05039889613649,0.6114879076768691
1980,0.2830394750275138,0.5579799899949975,251301.9934967484,0.6007109654827414,0.1227683439569785,0.20812336168084045,-10.607103551775888,35.71085542771386,0.06018829414707354,122.65862581290645,0.6035306653326663
1981,0.29243035647,0.5418702499999999,252524.9085,0.6013340175,0.15450694389,0.22545330000000002,-11.0375065,35.2655,0.05825155,123.4056765,0.5832918500000001
1982,0.28110944523618087,0.5658038693467338,249787.01859296483,0.5990295874371859,0.09374805596984925,0.19856884422110552,-10.809802010050252,35.778391959798995,0.06288306532663317,121.24708844221105,0.5934850251256282
1983,0.27320005667170194,0.5481232124874118,251763.5,0.6155126132930514,0.14354040265861026,0.19749073514602217,-10.915347935548843,36.008056394763344,0.06303403826787513,121.396027693857,0.5786624874118832
1984,0.27124658203499996,0.5397952,251420.918,0.6011305199999999,0.13741236656,0.19596895,-11.3787775,37.168,0.061170300000000004,121.9237365,0.566882705
1985,0.2793675142513771,0.5585832248372559,251858.36905358036,0.6116710265398096,0.10803339802203306,0.19969634451677515,-11.179753129694543,36.57336004006009,0.05792849273910866,122.00795042563844,0.5708245868803205
1986,0.27194454774274274,0.5450758758758759,253055.5935935936,0.6214885885885886,0.11397458065065064,0.210065015015015,-10.992872872872873,37.003003003003,0.06555350350350352,120.86967417417418,0.5537381381381382
1987,0.30288208275931516,0.5438295568982882,249226.84541792548,0.585044758308157,0.09906557476837866,0.19922019133937563,-11.567527693856997,39.10322255790534,0.058044209466263846,120.36416364551863,0.543778247734139
1988,0.3024641671135568,0.5450797898949474,256165.51075537768,0.5933135667833918,0.1088553120410205,0.2121313656828414,-11.471130565282643,38.838919459729865,0.0677103551775888,120.49267933966982,0.5541431765882943
1989,0.300095781155,0.5520308500000001,255036.374,0.5917016950000001,0.10372133092000001,0.198774,-11.308941500000001,38.6295,0.06488794999999999,120.6101975,0.55836595
1990,0.304092532055,0.5451853500000001,259626.2145,0.5876502,0.106585422525,0.2002561,-11.105795500000001,39.785,0.06783639999999999,120.019514,0.5339336000000001
1991,0.31596834349999997,0.56122825,244292.828,0.56602222,0.10899392891000001,0.1902512,-10.835189,41.21,0.07370745,119.776355,0.5542273
1992,0.306602951315,0.5638258500000001,245248.012,0.5897707950000001,0.09468978841,0.2004604,-10.454913000000001,42.485,0.0755334,122.566212,0.5645346000000001
1993,0.29101732172,0.5744991,252771.8,0.571926055,0.11497925631499999,0.19882814999999998,-10.773155,42.325,0.0781756,119.9397855,0.5584514500000001
1994,0.288333827905,0.5593907,252177.5665,0.5906283395,0.10749149407,0.19308890000000004,-10.080787,44.3795,0.07814085,118.4363855,0.5369730500000001
1995,0.28495527960000006,0.5649644500000001,249126.044,0.589224815,0.108765109035,0.19991024999999998,-9.860934499999999,44.443,0.08232495000000001,119.20806999999999,0.53746685
1996,0.28592286420000007,0.59172145,248138.9245,0.5917876049999999,0.08489056097,0.20051785,-9.2795785,44.4005,0.0875631,117.331936,0.56428925
1997,0.30314284597,0.57796695,246396.506,0.6018173451,0.107329712285,0.20388905,-9.140692,45.1835,0.0900282,117.7594745,0.54626405
1998,0.277977634925,0.5928674,248837.2385,0.61484337,0.10051360638,0.19614045,-8.8225045,45.231,0.0947249,118.53551800000001,0.5454227
1999,0.26335670799,0.5862455999999999,245668.599,0.6419781984999999,0.08761371487,0.20873355000000002,-8.166139,46.8325,0.09936195,119.75896250000001,0.5578091
2000,0.28665430251499996,0.5890394,242958.072,0.6222228399999999,0.099789760325,0.20091825,-8.288861500000001,46.3125,0.08985415000000001,118.932672,0.55734955
2001,0.27057614644967454,0.5858739609414121,241031.38708062095,0.6379611276915373,0.09489613987481221,0.1869551326990486,-8.058438657986981,48.60941412118177,0.09092128192288433,117.89931096644968,0.5506976464697045
2002,0.27540860544999995,0.5786278499999999,239810.2355,0.6513522900000001,0.081102737325,0.19558895,-7.517304,48.202,0.0838091,119.5606995,0.5478405000000001
2003,0.24737943204500001,0.57663275,245057.708,0.6661775499999999,0.08068469056000001,0.19546715,-7.3594095,48.4045,0.09231584999999999,121.0065355,0.53494295
2004,0.26421029084,0.5722624000000001,239908.2885,0.6605525600000001,0.06928727090999999,0.20225490000000002,-7.3586795,48.974,0.09381964999999999,121.676676,0.5308764499999999
2005,0.24673410962481243,0.5763317658829414,238920.63181590795,0.6598905002501251,0.08112185579289645,0.18921684342171086,-7.29664132066033,50.3511755877939,0.09409974987493747,122.13191245622811,0.5331946473236618
2006,0.26628397903,0.56844475,236364.3485,0.6578295350000001,0.07320888855,0.18738655,-7.139478,50.631,0.08384885,121.813486,0.5208878
2007,0.24176947182817182,0.5645395104895106,243103.03846153847,0.6727895104895104,0.07280995586413587,0.19534760239760238,-7.004981518481518,50.63086913086913,0.08385859140859142,123.52449400599401,0.5147964535464535
2008,0.24111812006,0.5834104999999999,239900.875,0.6758608922999999,0.06107572251,0.1985907,-6.803835,50.522,0.07707565,123.46984049999999,0.5312543
2009,0.24526934591999996,0.56685735,238880.798,0.6807656649999999,0.06342900585,0.20644795,-6.8395785,51.36,0.08704804999999999,123.656818,0.5118218685
2010,0.22871228306500002,0.57781115,243543.9095,0.6936963550999999,0.07797051531,0.20197700000000002,-6.6942710000000005,52.7635,0.08600675,123.43696549999999,0.52581128
2011,0.23938175723,0.55982215,236586.656,0.6712690659999999,0.08569028277999999,0.2040738,-7.1769615,53.184,0.0899024,122.3993055,0.479514985
2012,0.23581990636136138,0.5715666666666667,242539.13963963964,0.6698446846846847,0.06935657097097098,0.19520720720720722,-6.997737737737737,54.332832832832835,0.08374019019019019,122.1309124124124,0.4743546246246247
2013,0.24196858968,0.57887375,239570.8225,0.6564671888500001,0.07276873100999999,0.1995335,-7.1999795,55.6915,0.0976217,120.78447349999999,0.4672444
2014,0.237614019545,0.5895741499999999,231953.446,0.6534970216000001,0.058542842685,0.19008370000000002,-6.957376,56.9645,0.08467125,122.58466899999999,0.464598955
2015,0.24680092125323666,0.5910075608493008,224708.84412221645,0.6334988267736923,0.05826165971517349,0.18751315380631797,-7.134255308130502,59.54790264111859,0.09574339720352149,119.69610512687727,0.44394446400828586
2016,0.2802897038242763,0.5999763839512443,219400.76383951245,0.592877156170645,0.07464638353986795,0.18019796851193498,-7.949912646013205,61.37125444388014,0.10729822244794311,119.070343829355,0.430769029964449
2017,0.2899208304447776,0.6121658170914542,209336.27386306846,0.5866652542728635,0.09816013519240381,0.19426381809095453,-8.422463768115941,64.82908545727136,0.1117135432283858,116.85328035982009,0.4143870814592704
2018,0.27051141507188897,0.6652290530490828,200836.1541893902,0.5913095389191868,0.03616409555775905,0.17212325235498263,-7.247628160634605,66.75855230540407,0.12918026772434307,121.99418542389688,0.44820264749628164
2019,0.2895015424151696,0.6442857784431139,197676.6741516966,0.5791313505489022,0.0763729478243513,0.1671619760479042,-8.035979041916168,69.52944111776448,0.12504161676646705,118.79935778443114,0.4664307584830339
2020,0.24636043559776538,0.6740642458100559,196436.9402234637,0.6111772737430169,0.03936216741899442,0.17691910614525136,-7.223596648044693,62.035195530726256,0.1457331843575419,121.3848659217877,0.48056778770949715
1921.0,0.935198347107438,0.41660826446280996,228542.70247933886,0.22502727272727274,0.3307963149586777,0.21790826446280992,-17.442272727272726,0.371900826446281,0.07943719008264463,99.91694214876034,0.4330710743801653
1922.0,0.9392361111111112,0.48000000000000004,167904.54166666666,0.23702625,0.4404699409722222,0.23864722222222223,-19.17995833333333,0.1388888888888889,0.11541944444444445,101.37613888888889,0.5340555555555555
1923.0,0.9763289408284024,0.5684615384615385,178356.30177514793,0.2469360946745562,0.40193248236686385,0.23665562130177514,-14.373881656804732,5.727810650887574,0.0986189349112426,112.4565976331361,0.624787573964497
1924.0,0.9355745443037976,0.5486540084388185,188461.64978902953,0.3470329113924051,0.583954694599156,0.2378746835443038,-14.202303797468353,0.6033755274261603,0.09020970464135021,120.65335864978903,0.6685738396624471
1925.0,0.9654220532319392,0.5718897338403041,184130.69961977185,0.2643726235741445,0.40889340844106464,0.243093536121673,-14.516707224334601,2.7072243346007605,0.1154574144486692,115.67171482889734,0.6164304182509506
1926.0,0.9464684503816794,0.5119496183206107,192414.32366412214,0.2274402595419847,0.6251505484732824,0.19709908396946563,-16.72086717557252,2.1526717557251906,0.09402091603053435,105.02168091603053,0.5170493282442747
1927.0,0.9517184220205479,0.6493561643835616,184327.51712328766,0.24869623287671236,0.41001778167808217,0.16703767123287674,-14.862503424657536,0.8493150684931506,0.11278373287671234,114.48620719178084,0.6632909246575343
1928.0,0.9461880059171599,0.5296956889264581,217498.31191885038,0.20714274725274726,0.5169790110481826,0.1779883347421809,-17.316192730346575,1.536770921386306,0.1353132713440406,106.19524598478444,0.49295359256128496
1929.0,0.9735323886639675,0.6070965587044533,197092.86437246963,0.2290352226720648,0.41049027558704454,0.18023117408906883,-14.014246963562753,0.6072874493927125,0.10977368421052631,115.8998866396761,0.6314370445344129
1930.0,0.9464509078073089,0.5098191583610189,195868.93133997786,0.3262096068660022,0.36498628212624584,0.2175638427464009,-12.701004983388705,0.8754152823920266,0.07797292358803987,110.20768936877076,0.6189463455149502
1931.0,0.8758935229067931,0.556093522906793,179379.57345971564,0.2584339699842022,0.33201110037914694,0.2391178515007899,-15.903581358609795,0.21169036334913113,0.2331815165876777,108.01028120063191,0.5713129541864139
1932.0,0.9400876826722339,0.5600509394572024,193462.6847599165,0.30547849686847606,0.2264179156784969,0.23631983298538625,-13.288906054279748,1.5427974947807934,0.14177640918580375,116.22583298538623,0.5936018789144051
1933.0,0.9050253706924315,0.6046231884057971,191733.31078904992,0.28703429951690823,0.12930554942028985,0.20956312399355878,-12.7730692431562,7.080515297906603,0.09626167471819645,114.95012399355878,0.6361067632850241
1934.0,0.8928537501805055,0.5298339350180505,187911.9963898917,0.2599906137184116,0.27386507657039716,0.21632815884476533,-14.863938628158843,1.0469314079422383,0.10440938628158845,115.98828700361011,0.5642550541516246
1935.0,0.8823735252918288,0.5215435019455252,247053.54785992217,0.2657405992217899,0.27529965246692606,0.2181287159533074,-15.08738832684825,1.6568093385214009,0.23090863813229573,110.41620700389105,0.5085184435797665
1936.0,0.7952288457142858,0.5322103809523809,248725.49333333335,0.30661482876190477,0.29947280196190473,0.22588095238095238,-13.791786666666667,5.014285714285714,0.2155181904761905,109.95647714285715,0.5514850476190475
1937.0,0.9021918505942275,0.5570989813242785,205488.5687606112,0.2854969949066214,0.33931803473684213,0.21854091680814938,-13.444786078098472,3.5925297113752124,0.08688947368421053,114.48127504244484,0.5970147707979627
1938.0,0.9161265270833334,0.48698177083333327,244455.01909722222,0.28362708333333336,0.36412720875,0.2345378472222222,-14.304348958333334,2.03125,0.09839027777777778,112.17112326388889,0.521627795138889
1939.0,0.8828339079079079,0.5130918918918919,215190.85085085084,0.29564834834834836,0.2661899461261261,0.23470110110110112,-13.818992992992992,4.22022022022022,0.12732452452452453,113.99698998998998,0.5624765765765766
1940.0,0.9318318831572404,0.47977793660658796,199052.8408949658,0.3582029148539466,0.3921510712616532,0.21381939092604105,-12.254215661901801,1.0279676817899317,0.07178309509011808,107.32642697327532,0.622101889372281
1941.0,0.906838441422594,0.47717269874476986,203378.31066945606,0.2587362656903766,0.45177975939330545,0.20186338912133892,-15.993402719665271,1.2531380753138075,0.09246192468619246,107.08254707112971,0.48065261506276147
1942.0,0.8510355433596118,0.46581394784718017,221935.65676167374,0.2573034990903578,0.3902667347604609,0.21330151607034564,-15.03001091570649,0.9539114614918133,0.08263493026076409,106.19702971497878,0.4738106124924197
1943.0,0.9157940063091484,0.46749700315457415,216915.67507886435,0.2751607728706625,0.3957950389747634,0.23569274447949523,-13.597561514195583,1.1845425867507886,0.1130552050473186,106.34442271293375,0.517023974763407
1944.0,0.8937246162760416,0.5071955729166667,247766.515625,0.2612761328125,0.4388316641796875,0.2358328125,-14.46616015625,2.6822916666666665,0.171884375,107.21327604166667,0.5485942708333333
1945.0,0.8970936038251367,0.45673859289617486,225355.92008196723,0.2479992493169399,0.3692943943579235,0.21250198087431693,-15.696756830601094,2.3995901639344264,0.10035853825136612,107.26100409836064,0.4666653688524591
1946.0,0.9241884420772304,0.40348754993342206,262724.5978695073,0.2043102263648469,0.49570499007989344,0.2079131824234354,-17.716520639147802,1.6464713715046604,0.08805878828229027,102.60161850865512,0.37373508655126497
1947.0,0.9153985351488284,0.47239860671310957,232983.2514249525,0.2589109309689677,0.3446971020645978,0.22069284357188093,-14.593786573780873,1.161494616846105,0.10091038632045597,109.27236098796708,0.5061452818239391
1948.0,0.9342651498929335,0.4399153640256959,207500.8137044968,0.24754234207708778,0.3920723084261242,0.221531852248394,-15.512073875802997,1.582441113490364,0.08662526766595291,107.37521680942184,0.443624625267666
1949.0,0.907894695,0.44162304999999996,225385.41,0.24462716499999998,0.29347896172500004,0.210266,-15.6105295,3.307,0.10330840000000001,108.87660149999999,0.42859375
1950.0,0.8809522392819431,0.4803282998944034,228582.46620908132,0.3244624023231257,0.2748414096198522,0.21317798310454064,-13.370074973600843,2.795142555438226,0.08345015839493136,111.8862090813094,0.5546719640971489
1951.0,0.9068865871177946,0.45917002506265664,214736.77994987468,0.24980126315789475,0.3071890553182957,0.21607659147869676,-15.957125313283209,2.7754385964912283,0.10746967418546366,109.09818746867168,0.4322847117794486
1952.0,0.8790276649537514,0.4562117677286742,227004.63155190134,0.24918541623843782,0.28524450836074,0.221644295991778,-16.051744090441932,3.0693730729701953,0.1438098663926002,107.41073997944501,0.43736625082219943
1953.0,0.8933332016460905,0.43525308641975313,218127.3014403292,0.2643494032921811,0.2908202639866255,0.22599254115226336,-15.57474794238683,3.14917695473251,0.09589444444444445,108.97779783950617,0.4235374485596708
1954.0,0.8679190722999999,0.46662995,222630.231,0.25936111,0.27837224423499995,0.21994594999999997,-15.59447,7.0835,0.11599509999999999,108.532237,0.4464522
1955.0,0.8451161531081081,0.4900879379379379,220386.8123123123,0.2869813763763764,0.2260174667867868,0.22571656656656655,-14.389608108108106,8.882382382382382,0.10617832832832834,110.38239439439438,0.4718083583583583
1956.0,0.8202069434717358,0.4849039019509755,215496.1675837919,0.30633734367183596,0.23490854204602302,0.1860512256128064,-14.129802901450727,15.103051525762881,0.06404202101050525,111.78740820410205,0.5061095547773886
1957.0,0.79008145,0.50743335,241185.707,0.29674755,0.192335309905,0.18274105000000002,-14.163186999999999,18.6135,0.06572104999999999,112.308124,0.51425785
1958.0,0.7778312150000001,0.4815848999999999,212955.166,0.311422635,0.18628444677,0.2038149,-14.278112499999999,18.1555,0.057850200000000004,112.86902400000001,0.4953149
1959.0,0.7770880199999999,0.48886505,216623.042,0.31679768999999997,0.178835127005,0.1963936,-14.324556000000001,19.805,0.07184789999999999,112.50610499999999,0.487513
1960.0,0.757021483741871,0.4872909454727363,211615.87393696848,0.3472352876438219,0.17850051091545774,0.20413801900950476,-13.77619459729865,18.48424212106053,0.06678834417208605,112.96495797898949,0.5278624812406203
1961.0,0.751735725,0.48920410000000003,230635.9715,0.34330577400000006,0.260177455715,0.21087845,-14.158903,18.2335,0.0622034,112.3063895,0.51821205
1962.0,0.7130967665000001,0.49920309999999996,210347.9275,0.379657,0.173527923265,0.2068896,-13.0558565,20.336,0.05817435000000001,114.924049,0.5602968500000001
1963.0,0.712598155,0.4863314,200297.1395,0.373388235,0.19061366705,0.20351605,-13.602047999999998,24.365,0.0546331,114.546598,0.54989925
1964.0,0.6860661612418628,0.5064409113670506,197700.11216825238,0.3974306109163746,0.15595468148723082,0.21969364046069104,-13.019063094641963,25.171757636454682,0.06387025538307461,115.06669504256385,0.5676049073610416
1965.0,0.6076455787893947,0.5049725862931466,192570.15657828914,0.4460250655327664,0.1096939836218109,0.2134334167083542,-12.09644572286143,26.67233616808404,0.058239869934967485,117.6011335667834,0.5794015507753877
1966.0,0.533431588058058,0.5037508508508508,195698.53453453453,0.47307738238238234,0.1077293807957958,0.21623483483483483,-11.738606606606606,28.063063063063062,0.05566141141141141,116.32888438438438,0.5853361861861861
1967.0,0.51656456769,0.49844525,201815.848,0.45221234499999996,0.103044281815,0.19169365000000002,-11.641657499999999,31.207,0.05105005,117.582517,0.55796715
1968.0,0.48882821335,0.50047985,217330.8715,0.456669245,0.11179651177,0.2179106,-12.178925999999999,30.9155,0.06009779999999999,116.488288,0.5667658
1969.0,0.4442271518537074,0.4897748997995992,243530.51402805612,0.48915764529058114,0.1558281503507014,0.2087068637274549,-12.095703406813627,32.890280561122246,0.056060821643286574,116.96717885771542,0.5565721292585171
1970.0,0.45299484395,0.5093390000000001,242455.391,0.49700465,0.1252118516,0.2163628,-11.8689105,34.439,0.053003,117.228647,0.5748512499999999
